0,1
Small measure, el
Small measure, em
Small measure, en
Strikebreaker,rat
Self-confessed,am
Self-confessed, iam
Self-confessed, im
Seven thousand,s
Seven thousand, z
Self-contained,sc
Te,t
Tar,ab
Ton,t
Tea,cha
Tea, t
The,t
The, ye
Tau,t
Tin,sn
Tax,scot
Tax, vat
Tee,peg
Tee, t
Ten,io
Ten, x
Tap,c
Tap, h
Tot,add
Two,bi
Two, bis
Two, ii
Two, pr
Them,em
Turn,u
Team,side
Team, xi
Team, xv
Thus,sic
Thus, so
Teas,ts
Teas, tt
Take,rec
Tree,actor
Tree, ash
Tree, fir
Tree, yew
Text,ms
Test,mot
Test, oral
Time,age
Time, eon
Time, mo
Time, sec
Time, t
Tune,air
That,yt
Troy,t
Tyro,l
Tees,ts
Tees, tt
Trap,u
Tube,u
Twice,bis
Track,y
Tesla,t
Tenor,t
Three,ter
Three, tri
Tonne,t
Tribe,dan
Tribe, gad
Tales,ana
Times,by
Times, x
Trick,con
Today,ad
Thrice,ter
Thrice, tri
Triple,ter
Triple, tri
Thanks,ta
Troops,re
Trains,br
Teepee,tp
Trendy,in
Turkey,tr
Tanner,vid
Tanner, vip
Theory,ism
Twenty,k
Tinker,sly
Tuesday,t
Tritium,t
That is,ie
That is, sc
Through,per
Trouble,ado
Trouble, ail
Trainee,l
Terriers,ta
Teetotal,tt
Tungsten,w
Teachers,nut
Touching,re
Tyneside,ne
Thousand,g
Thousand, g
Thousand, k
Thousand, m
Thousand, x
Training,pe
Training, pt
Thailand,t
Tanzania,eat
The thing,it
The thing, play
Tradesmen,tu
Thank you,ta
Thank you, tt
Traveller,rep
Traveller, rom
Twitching,tic
Telepathy,esp
Therefore,so
Transport,br
Transport, bus
Transport, cab
Transport, car
Transport, cart
Transport, rly
Transport, ry
Transport, tram
Terrorists,eta
Terrorists, ira
Terrorists, plo
Terrorists, provos
Theologian,bd
Theologian, dd
Translation,tr
Transaction,tr
Two hundred,cc
Two hundred, h
Torpedo boat,mtb
Torpedo boat, tb
The in French,la
The in French, le
The in German,das
The in German, der
The in German, die
Thoroughfare,st
Territorials,ta
The in Italian,il
The in Italian, la
Transatlantic,us
The in Spanish,el
The in Spanish, la
This in French,ce
This in French, cet
Traffic signal,go
Traffic signal, stop
To the (French),ala
To the (French), au
To the (French), aux
Un,a
Un, an
Un, i
Us,s
Use,us
Use, uu
Unit,a
Unit, i
Utah,u
Used,sh
Uncle,eme
Uncle, pawnbroker
Uncle, sam
Union,u
Uppish,u
U-boat,sub
Unwell,ill
Unpaid,hon
Ulster,ni
Upright,i
Upright, pi
Uruguay,u
Uruguay, uru
Unknown,x
Unknown, y
Unknown, z
Upsilon,u
Uranium,u
Useless,us
Unionist,u
Universal,u
Undivided,one
University,u
Underworld,dis
Understood,ment
Undergarment,bra
Unservicable,us
Unidentified,nu
Unfashionable,out
Unfashionable, square
Undersecretary,us
Vee,v
Viz,sc
Vote,x
Vide,v
Verb,v
Verb, vb
Very,v
Volt,v
Verse,v
Vicar,rev
Versus,v
Volume,v
Volume, vol
Vacant,e
Vessel,can
Vessel, tin
Vitamin,a
Vitamin, b
Vitamin, bi
Vitamin, c
Vitamin, d
Vitamin, e
Vitamin, f
Vitamin, h
Vitamin, k
Vitamin, l
Vitamin, m
Vitamin, p
Vitamin, x
Victory,v
Victory, ve
Victory, vj
Virginia,va
Viscount,vis
Velocity,v
Vanadium,v
Vestment,alb
Volunteers,ta
Violin string,a
Violin string, d
Violin string, e
Violin string, g
Violin strings,e
Violin strings, g
Why,y
Win,v
Way,ave
Way, rd
Way, rly
Way, ry
Way, st
Wise,ys
Wise, yy
Wife,dutch
Wife, rib
Wife, ux
Wife, w
Week,w
Weak,w
Watt,w
Will,ill
Will, to
Well,so
Work,do
Work, go
Work, op
Work, opus
West,w
When,as
Wine,asti
Wine, port
Wine, tent
With,con
Width,w
Woman,eve
Woman, f
Woman, her
Woman, she
Woman, w
Welsh,w
Water,aq
Water, ea
Wings,ala
Wrong,sin
Wicket,w
Wander,err
Worker,ant
Worker, bee
Worker, hand
Worker, man
Winner,ace
Weight,ct
Weight, g
Weight, gr
Weight, oz
Weight, st
Weight, ton
Weight, tonne
Weight, wt
Writer,elia
Writer, nib
Writer, pen
Whales,gam
Warning,cave
Warning, fore
Western,w
Without,sin
Without, sine
William,w
Wearing,in
Writing,ms
Writing, r
Warship,sub
Wednesday,w
Waterfall,rain
Washington,dc
Witchcraft,obi
Westminster,wi
Xi,x
Xmas,x
Yes,ay
Yes, aye
Yen,y
Yew,u
You,u
You, ye
Year,a
Year, y
Year, yr
Yard,y
Your,yr
Yews,us
Yews, uu
Young,y
Yellow,or
Yttrium,y
Youth leaders,wise
Youth leaders, ys
Zed,z
Zee,z
Zero,o
Zero, z
Zeta,z
Zaire,zr
Zambia,z
1,I
2,II
3,III
4,IV
5,V
6,VI
7,VII
8,VIII
9,IX
10,X
11,XI
50,L
90,XC
99,XCIX
100,C
101,CI
150,CL
151,CLI
200,CC
500,D
501,DI
550,DL
1000,M
1000, K
1001,MI
2000,MM
2001,MMI
Aluminum,AL
Argon,AR
Barium,BA
Boron,B
Calcium,CA
Carbon,C
Chlorine,CL
Chromium,CR
Cobalt,CO
Copper,CU
Fluorine,F
Gold,AU
Helium,HE
Hydrogen,H
Iron,FE
Lithium,LI
Neon,NE
Nickel,NI
Nitrogen,N
Oxygen,O
Potassium,K
Silicon,SI
Silver,AG
Sodium,NA
Tin,SN
Uranium,U
Alfa,A
Bravo,B
Charlie,C
Delta,D
Echo,E
Foxtrot,F
Holf,G
Hotel,H
India,I
Juliet,J
Kilo,K
Lima,L
Mike,M
November,N
Oscar,O
Papa,P
Qubec,Q
Romeo,R
Sierra,S
Tango,T
Uniform,U
Victor,V
Whiskey,W
X-ray,X
Yankee,Y
Zulu,Z
